query_id,query,eid,title,doi,publication_name,cover_date,subtype_description,citedby_count,openaccess,authors,affiliations,scopus_link
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105026112253,Safe Reinforcement Learning Meets Event-Triggered Optimized Backstepping: Toward Eco-Autonomous Driving of FCHEVs,10.1109/TITS.2025.3633727,IEEE Transactions on Intelligent Transportation Systems,2026-01-01,Article,0,0,Wang H.; Wang X.; Wei W.; Wang Y.,Southwest Jiaotong University; Henan University of Science and Technology; Sichuan Engineering Research Center of Train Operation Control Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105026112253&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105031502155,AI-OCPP Framework for Smart and Safe EV Charging: Real-World Performance Evaluation,10.1109/ACCESS.2026.3666978,IEEE Access,2026-01-01,Article,0,1,Hossen M.S.; Ramasamy G.; Eng N.E.,Multimedia University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105031502155&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105029074050,Safety-Aware Multi-Agent Deep Reinforcement Learning for Adaptive Fault-Tolerant Control in Sensor-Lean Industrial Systems: Validation in Beverage CIP,10.3390/technologies14010044,Technologies,2026-01-01,Article,0,1,González-Potes A.; Félix-Cuadras R.A.; Mena L.J.; Félix V.G.; Martínez-Peláez R.; Ostos R.; Velarde-Alvarado P.; Ochoa-Brust A.,Universidad Católica del Norte; Universidad de Colima; Universidad Autónoma de Nayarit; Universidad Politécnica de Sinaloa,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105029074050&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105029253271,Safety-Guaranteed Energy Management in Networked Multienergy Microgrids: A Multi-Actor Single-Critic Deep Reinforcement Learning Approach,10.1109/TII.2025.3649145,IEEE Transactions on Industrial Informatics,2026-01-01,Article,0,0,Yang H.; Tian H.; Guo F.; Deng R.,Zhejiang University of Technology; National Key Laboratory of Industrial Control Technology; Zhejiang Key Laboratory of Intelligent Perception and Control for Complex Systems,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105029253271&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105018048687,CommonPower: A Framework for Safe Data-Driven Smart Grid Control,10.1109/TSG.2025.3616402,IEEE Transactions on Smart Grid,2026-01-01,Article,1,1,Eichelbeck M.; Markgraf H.; Althoff M.,Technische Universität München,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105018048687&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105019224032,Imitation-assisted safe reinforcement learning strategy for microgrid fault restoration,10.1016/j.asoc.2025.114031,Applied Soft Computing,2026-01-01,Article,0,0,Rong J.; Liu W.; Jiang F.; Yang Y.,Central South University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105019224032&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105018075739,Distributed Robust Dispatch for Networked Microgrids With Coalition Game-Guided Multiagent Adversarial Safe Reinforcement Learning,10.1109/TII.2025.3609841,IEEE Transactions on Industrial Informatics,2026-01-01,Article,1,0,Pu T.; Du S.; Dong L.; Qiao J.,North China Electric Power University; China Electric Power Research Institute,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105018075739&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105018675968,A Safe Combined Reinforcement Learning and Model Predictive Control Scheme for Utility-Level Battery Control in Distribution Grids,10.1109/TSG.2025.3617966,IEEE Transactions on Smart Grid,2026-01-01,Article,1,0,Locher L.; Stai E.; Hug G.,ETH Zürich; National Technical University of Athens (NTUA); Libattion AG,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105018675968&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105013590117,Coordinated operation of multi-energy microgrids considering green hydrogen and congestion management via a safe policy learning approach,10.1016/j.apenergy.2025.126611,Applied Energy,2025-12-15,Article,33,1,Jia X.; Xia Y.; Yan Z.; Gao H.; Qiu D.; Guerrero J.M.; Li Z.,University of Exeter; Aalto University; Universidad de Valladolid; School of Electrical and Electronic Engineering; College of Electrical Engineering,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105013590117&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105018170711,Safe reinforcement learning-based energy management for fuel cell hybrid electric aircraft with longevity considerations,10.1016/j.energy.2025.138782,Energy,2025-11-30,Article,2,1,Xiao Y.; Zhang J.; Ruiz H.S.; Roumeliotis I.; Zhang X.,The University of Sheffield; University of Leicester; Cranfield University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105018170711&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105014931458,Safe control strategy for energy storage cluster assisted load frequency control based on reinforcement learning,10.1016/j.jprocont.2025.103537,Journal of Process Control,2025-10-01,Article,1,0,Xu L.; Lin J.; Wu X.; Fu R.,Nanjing University of Post and TeleCommunications; Guizhou Normal University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105014931458&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105020181176,Coordinated Optimization of Distributed Energy Resources Based on Spatio-Temporal Transformer and Multi-Agent Reinforcement Learning,10.3390/pr13103372,Processes,2025-10-01,Article,1,1,Zhao J.; Chen N.; Han X.; Li Y.; Zheng S.; Zhou S.,"Southeast University; NARI Technology Co., Ltd.",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105020181176&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105004405958,Carbon cap based multi-energy sharing among heterogeneous microgrids using multi-agent safe reinforcement learning method with credit assignment and sequential update,10.1016/j.apenergy.2025.126018,Applied Energy,2025-09-01,Article,8,0,Ma Q.; Ye Y.; Liu Z.; Liu X.; Strbac G.,Imperial College London; The University of Sydney; Southeast University; North China Electric Power University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105004405958&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-86000789898,Volt/VAR optimization for photovoltaic-storage-charging station high-permeability power distribution networks: A data-knowledge hybrid driven reinforcement learning method,10.1016/j.epsr.2025.111618,Electric Power Systems Research,2025-08-01,Article,4,0,Wu M.; Hong L.; Yuan Y.; Gao Y.; Gu J.; Song J.,Southeast University; State Grid Corporation of China; NARI Group Corporation (State Grid Electric Power Research Institute),https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=86000789898&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105005098554,Online prediction-assisted safe reinforcement learning for electric vehicle charging station recommendation in dynamically coupled transportation-power systems,10.1016/j.trc.2025.105155,Transportation Research Part C Emerging Technologies,2025-07-01,Article,3,0,Liao Q.; Li G.; Yu J.; Gu Z.; Ma W.,Southeast University; The Hong Kong Polytechnic University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105005098554&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105001015459,Short-term voltage stability emergency control strategy pre-formulation for massive operating scenarios via adversarial reinforcement learning,10.1016/j.apenergy.2025.125751,Applied Energy,2025-07-01,Article,7,0,Bi C.; Liu D.; Zhu L.; Li S.; Wu X.; Lu C.,Tsinghua University; Hunan University; China Southern Power Gridcsg Electric Power Research Institute,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105001015459&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105009120825,Reinforcement Learning Meets the Power Grid: A Contemporary Survey with Emphasis on Safety and Multi-agent Challenges,10.1561/3100000043,Foundations and Trends in Electric Energy Systems,2025-06-25,Article,5,0,Jin M.,Virginia Tech College of Engineering,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105009120825&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-85219121049,Safe multi-agent deep reinforcement learning for decentralized low-carbon operation in active distribution networks and multi-microgrids,10.1016/j.apenergy.2025.125609,Applied Energy,2025-06-01,Article,14,0,Ye T.; Huang Y.; Yang W.; Cai G.; Yang Y.; Pan F.,Chinese Academy of Sciences; University of Science and Technology of China; Guangdong Power Grid Corporation; Guangzhou Institute of Energy Conversion of the Chinese Academy of Sciences; Guangdong Provincial Key Laboratory of Renewable Energy,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85219121049&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105012473297,AS2ICRL: Energy Management Model using Inverse Constrained Reinforcement Learning based Adaptive Sleep Scheduling in Wireless Sensor Networks,10.58346/JISIS.2025.I2.064,Journal of Internet Services and Information Security,2025-05-01,Article,4,1,Hemalatha P.; Kamalanathan C.,Gandhi Institute of Technology and Management (GITAM),https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105012473297&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-85211703863,Federated deep reinforcement learning for varying-scale multi-energy microgrids energy management considering comprehensive security,10.1016/j.apenergy.2024.125072,Applied Energy,2025-02-15,Article,19,0,Zhang Y.; Ren Y.; Liu Z.; Li H.; Jiang H.; Xue Y.; Ou J.; Hu R.; Zhang J.; Gao D.W.,Wuhan University; South China University of Technology; Daniel Felix Ritchie School of Engineering & Computer Science,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211703863&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-85210544708,Robust preventive and corrective security-constrained OPF for worst contingencies with the adoption of VPP: A safe reinforcement learning approach,10.1016/j.apenergy.2024.124970,Applied Energy,2025-02-15,Article,8,0,Wei X.; Chan K.W.; Wang G.; Hu Z.; Zhu Z.; Zhang X.,The Hong Kong Polytechnic University; Shenzhen University; Harbin Institute of Technology Shenzhen,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210544708&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-85214585939,Feasibility-guaranteed unsupervised deep learning for real-time energy management in integrated electricity and gas systems,10.1016/j.energy.2025.134406,Energy,2025-02-01,Article,7,0,Sayed A.; Jaafari K.A.; Eldin H.Z.; Al-Durra A.; Elsaadany E.,Cairo University; Khalifa University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85214585939&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-85207958732,A deep reinforcement learning-based charging scheduling approach with augmented Lagrangian for electric vehicles,10.1016/j.apenergy.2024.124706,Applied Energy,2025-01-15,Article,19,0,Yang L.; Chen G.; Cao X.,Xi'an Jiaotong University; NYU Tandon School of Engineering,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207958732&origin=inward
Q5_safe_rl_constraints,"TITLE-ABS-KEY((""safe reinforcement learning"" OR ""constrained reinforcement learning"" OR ""action projection"" OR ""safety layer"") AND (""energy management"" OR microgrid OR ""power systems"")) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105003819783,AdapSafe2: Prior-Free Safe-Certified Reinforcement Learning for Multi-Area Frequency Control,10.1109/TPWRS.2024.3483994,IEEE Transactions on Power Systems,2025-01-01,Article,2,0,Wan X.; Sun M.,"Peking University; College of Control Science and Engineering, Zhejiang University",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105003819783&origin=inward
